text,page_number,title,creation_date,source
"# Uruguay

hunks of lamb, small birds, steaks, flanks, filets, whole joints, a mosaic of sausages,
all hissing and spitting, the smell wafting over everything: a glorious, joyous
miasma of meatness.”
For a true carnivorous feast, visit Estancia del Puerto; look for any purveyor with
a long line of locals, and if you like drinks that go down easy, be sure to seek out a siete
y tres, a local specialty that’s seven parts red wine, three parts cola.

MERCADO DEL PUERTO: Rambla 25 de              Agosto de 1825,           228, 11000
Montevideo, www.mercadodelpuerto.com (prices vary)

“Bar Arocena, in    Montevideo’s Carrasco       neighborhood,       specializes  in
Uruguay’s unofficial national sandwich, the legendary chivito, twenty-four hours a
day, seven days a week, since 1923. A prince, a king, a Gargantua among
sandwiches—this terror-inspiring heap of protein is built out of steak, ham, bacon,
cheese, hard-boiled egg, mayo, and garnishes.”

BAR AROCENA: Avenida Alfredo Arocena, 11500 Montevideo (chivito about
425 pesos/US$10)

Garzón

“I MOVED HERE TO START AGAIN WITH SILENCE”
“The sleepy village of Garzón is about twenty miles inland from the          coast.
Population: two hundred. But one of that number is an extraordinary chef who has
abandoned the restaurateur’s gold rush in nearby José Ignacio for these quiet,
ghost-town-like streets.
“Francis Mallmann was born and raised in Argentina, but he’s happiest now in
the country of his mother. What is he seeking? Quiet he                   certainly found in
abundance, but with a successful trajectory such as his, one that covers three
continents, there must be something further, something perhaps to do with the
distant sound of crackling flames and searing flesh.
“The food arrives on simple wooden boards. No bullshit. Pork roast, pumpkin
cooked in ash, vegetables roasted over hot stones. Elemental, fundamental, and
delicious. Seasonings are minimal. Citrus for acid, sea salt, pepper, olive oil. Why
would one need more? Mallmann’s methods diverge barely at all from the cave, yet
are executed with somewhat more precision.” The food at Restaurante Garzon is
profoundly simple, but, owing perhaps to the remote location, it is very expensive, with
appetizers for around 1,700 pesos/US$40, entrees priced at about 2,900 pesos/US$70,",390,Uruguay,2025-12-22,World Travel Book
"# Uruguay

and local table wines for about 4,200 pesos/US$100 per bottle. There is a five-room
hotel attached, with rooms for close to 38,000 pesos/US$900 per night.

RESTAURANTE GARZON: Costa José Ignacio, 20401 Garzón, Departamento
de Maldonado, Tel +598 4410 2811, www.restaurantegarzon.com (see above for
prices)

Uruguay Dreamin’

BY CHRISTOPHER BOURDAIN
© 2019 Christopher Bourdain. Published with permission of
Christopher Bourdain.

“A chest of old photographs, crumbling documents found
thirty-five years ago in France. As kids, my brother and I used
to pore over them and wonder who these people were.
Aurelien Bourdain, our great-grandfather: like most in the
part of France where we vacationed as children, an
oysterman. At the time, that’s pretty much all we knew of the",391,Uruguay,2025-12-22,World Travel Book
"# Uruguay

Bourdain family tree. But inside that old chest were clues to
an unexplained transatlantic crossing to a remote South
American capital.
“When our aunt Jeanne died in 1972, Chris and I helped
clear out her house. Curious about this treasure trove of
faded photographs and documents suggestive of all kinds of
South American adventure and intermarriage, we became, for
a summer, amateur genealogists. My brother never stopped.”
That was Tony’s voice-over intro for the No Reservations
Uruguay program I joined him on in 2008. He exaggerated a bit to
add some drama, but the gist was right: The backstory we had
heard from our dad as young kids was that his mother and father
came, separately, from France around the end of World War I, and
met and married in New York. We were, therefore, French. And
France was where we went on our first big overseas family trips,
in 1966 and 1967. On both trips, we spent some time visiting our
father’s aunt Jeanne at her home in La Teste in southwest France.
But later, as teenagers in 1972, after Tante Jeanne died, we
went to La Teste one more time, mostly to help clean out her
house and get it ready for sale. This was when we found the old
documents. And in these, we learned of at least two ancestors
named Jean (John), living for a time in southern Brazil and
Uruguay in the mid-1800s before ultimately returning to France
after 1860.
Oh, and the Uruguayan great-great-grandmother.
So we were Latinos! The whole story fascinated us. How
many family members had lived in Uruguay? How were they
making their living: Fishing? Selling escargots from a cart, or
French apparel, or perfume? The even more exciting notion that
they may have been gunrunners came years later, when I learned
that the entire area of South America in question had been a
hotbed of contention among local and interfering European
powers in the mid-1800s.
And what did we, or anyone, know about Uruguay anyway? In
US schools in the 1960s and 1970s, you perhaps learned a bit
about Incas and Mayas and Aztecs, and a bit about the early
European explorers, but nobody taught about Latin America after
Europeans arrived and decimated the old cultures there. I don’t
think that situation is so different now.",392,Uruguay,2025-12-22,World Travel Book
"# Uruguay

And the World Book Encyclopedia—our childhood’s printed version of Google—didn’t offer much help. Uruguay was more or less a footnote. They raised cattle there. Kind of like Argentina. Having no particular sense of Uruguay added to the mystery of what the Bourdain family might have been doing there. Tony asked in late 2007 if I’d like to join him filming an episode of No Reservations in Uruguay. I’d had huge fun on my previous TV jaunt with Tony to France in 2001, and I’d always hoped I’d get to travel with him again. Honestly, I would happily have joined him anywhere. Congo, the Louisiana bayou, the Gobi Desert? Yes, yes, yes. The ostensible reason I was invited along on this particular show was for genealogical research, but really, it was all about Tony exploring the food scene in Uruguay. I did go on my own for a fifteen-minute off-camera side visit to the French embassy in an unsuccessful attempt to get some historical info, but that was the extent of any actual family research. Happily, the shoot was scheduled for February, which in Uruguay is summertime. (And the living is easy.) When the day arrived, I left straight from my comfortable but not terribly exciting NYC office job, and was soon winging my way to Montevideo with my itinerant brother and his production company entourage: producers Max Landes and Diane Schutz, and cameramen Zach Zamboni and Todd Liebler. I tried not to let on that, for me, this was an insanely fun vacation, taking me completely out of my usual place, because this was work for everybody else. I’m generally pretty adventurous when traveling, and my core concept whenever I get to a new place far from home is “This may be the last time I’ll ever be here.” I like to take a long walk to scope the place out, even if it’s the middle of the night, or raining. So on our arrival in Montevideo, I wanted to go exploring more or less right away. Zach and Max were game to join me, and we were all interested in lunch, so we set out together. Our goal was the Mercado del Puerto, Montevideo’s famous central food market, but we wandered a bit through the old part of the city to get there. I’ve always had a special affection for places that exude faded glory, whose heyday has come and gone: crumbling once grand train stations; early Industrial Age canal systems; defunct century-old factories; faded mansions of long-ago forgotten VIPs.",393,Uruguay,2025-12-22,World Travel Book
"# Uruguay

The old parts of Montevideo, with a hulking empty train station and a neighborhood of majestic but somewhat-haunted-feeling colonial homes in pastel hues, out of use and long boarded up, fit this profile perfectly. I liked it. Like Salvador, Havana, and Buenos Aires, this was once a huge hub of eighteenth- and nineteenth-century transatlantic trade with Spain and Portugal and other countries, but by the twentieth century, these former hubs had shrunk in importance and prosperity. Max, Zach, and I eventually arrived at the Mercado del Puerto, a fantastic nineteenth-century paradise of meat and drink purveyors operating individual stalls under a high, smoke-stained roof in what amounts to a massive shed. A few old guys wandered around the place with guitars, singing old-style songs, for which others paid them with cash or drinks. We hung out with some of the locals at one of the bars, and drank medio y medio, a very easy-to-guzzle mix of still and sparkling white wines. These first couple of hours on the ground set the tone for a very fun trip. During this first visit and when I returned with Tony, I noticed the specifically Uruguayan way to grill meat: It’s all about keeping the metal grill surface on a diagonal slant, immediately next to—but not directly above—a wood fire. The grill tender periodically sweeps a shallow layer of hot embers from the fire under the grill. This technique makes for some of the best, most flavorful meats in the world. I will swear by it for the rest of my life. In one of our first on-camera scenes, Tony picked me up in a 1951 Chevy Bel Air (supposedly the same car used in the 2006 Miami Vice movie, whose Havana scenes were shot in Montevideo), the premise being that we were taking in the sights, driving around the old parts of the city. What viewers didn’t see were Max and the local fixer, Sofia, crammed down on the back-seat floor for the entire weaving, bumpy ride. Had they been only two or three feet shorter, their forced embrace might have been peculiarly romantic, but I think the reality was more painful. Zach, meanwhile, rode facing backward on a small motorcycle just ahead of us, filming our brotherly joyride at great risk to personal health and safety, without a clue as to which way his driver would be banking the next second. Somehow, he lived through the shoot.",394,Uruguay,2025-12-22,World Travel Book
"# Uruguay

In subsequent days, we went to the Los Mortados cattle ranch in the interior state of Lavalleja—site of a wonderful outdoor banquet, which was one of my favorite parts of the trip (despite a somewhat emotional scene involving dispatching an armadillo). It was a long, solitary drive to get there: in Uruguay, once you’re about twenty miles inland from the coast, there are very few people, just pastureland with cows and other animals. Twenty to thirty minutes would elapse between sightings of a building, though there was no shortage of fences. We made a stop for lunch in a small saloon-like place in a zero-horse town straight from a Sergio Leone western. I half expected Lee Van Cleef to walk in wearing a gunbelt, with the Ennio Morricone score from The Good, the Bad and the Ugly playing in the background. Our next stop was Cabo Polonio, a point of land at the angle of two long and unspoiled strips of beautiful wide beach on the Atlantic coast. It’s miles from anything else—closer to Brazil than to any of the major towns in Uruguay. And it’s a place where somehow, a 1960s-style hippie commune survived into the twenty-first century, a bit like the Christiania enclave in Copenhagen, but on the beach and off the grid. Some of the denizens clearly had taken Timothy Leary’s “turn on, tune in, drop out” suggestion to heart. Sort of interesting, I suppose, but to me, the whole place had a kind of “Island of the Misfit Toys” feeling. Not my scene, honestly. But I guess I’d rather see it stay that way than turn into just another millionaires’ enclave. A later stop on the route down the eastern coast was certainly one of the more vivid and memorable parts of our trip: the Argentine chef Francis Mallmann had arranged for an entire cow to be butterflied(!), laid on a troublingly crucifix-like structure outside on a square near his restaurant, and cooked slowly for days above an open fire. This is not something we do in the suburbs of New York City. It was astonishing in every respect, amazingly delicious, and I was delighted to learn that Mallmann had the endless pounds of leftovers carved up and basically handed out around the entire small town. Brilliant and generous. Our last stop, at the famous resort strip of Punta del Este, included the small city of the same name, and a string of other communities along the coast. Some parts are like Rodeo Drive, drawing a super-glam caste of wealthy Argentine and Uruguayan.",395,Uruguay,2025-12-22,World Travel Book
"# Uruguay

visitors and second-home owners. The town of José Ignacio is
more low key, with unpretentious sun-bleached wood buildings—
much more Fire Island than Hamptons. My type of place.
Our visit to the restaurant La Huella, right on the beach, was
probably my favorite part the whole trip. The weather was great,
and I was happy and relaxed. I’d just spent several days traveling
around with Tony and his fun gang of cohorts, seeing interesting
things and enjoying some awesome meals. (And not being at
work!) At La Huella, I had a welcome and delicious mojito (well,
more than one), and all sorts of great food kept showing up at the
table, with the sound and sight of the waves constant in the
background.
It was relaxed and unpretentious, just like Uruguay itself. I
love travel, and I’ve been lucky enough to do a lot of it. I’ve
noted that some countries seem to care about reminding us that
they are good at this or that, or had some sort of empire once, or
are important now because . . . whatever.
Uruguay is delightful because it’s so not        pretentious. No
palaces or pyramids or naval museums there. What it offers is lots
of space, a beautiful coastline, and an unstressed lifestyle. Good
food and drink are abundant and affordable. And people there
seem to take pleasure in the small enjoyments of life, including
the unique national habit of carrying around  and constantly
sipping from a decorative thermos of maté. It’s sort of “teatime all
day.” I’m hoping to make it back some day, to meet up with some
of the people I met while filming the 2008 show, and raise a glass
to Tony.",396,Uruguay,2025-12-22,World Travel Book
NO_CONTENT_HERE,397,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,398,General,2025-12-22,World Travel Book
"# Vietnam

“Do you smell that? Motor bike exhaust, fish sauce, incense, the faraway smell
of . . . something. Is that pork grilling over charcoal?
“Vietnam: It grabs you and doesn’t let you go. Once you love it, you love it
forever. I’ve been coming here since 2000, the first time I’d been in this part of the
world, and it’s held a special place in my heart and my imagination since. I keep
coming back; I have to.”

Central Vietnam: Hoi An and Hue

Often overlooked when Western travelers plan their first visit to Vietnam, Hoi An and
Hue offer relatively quieter experiences than Hanoi or Saigon, though each is a vital
city in its own right, with regional food specialties and plenty of cultural and historical
interest.

ARRIVAL

Neither city has an airport; the region’s largest city, Da Nang, is home to Da Nang
International Airport (DAD), just over a mile from the city center, about twenty miles
from Hoi An, and sixty miles from Hue. There are taxis available outside the arrivals
hall, and a limited number of rental cars are available in the terminal. A taxi or
prearranged car service from DAD to Hoi An will take thirty to forty minutes and cost
345,000–700,000 Vietnamese dong, or US$15–$30; the same service to Hue will take
about two hours and cost between 1.150 and 1.610 million dong/US$50–$70. Taxis
drivers appreciate but do not expect tips.
You can take the northbound Reunification Express train, operated by Vietnam
Railways, between Da Nang and Hue, which is about a two-and-a-half-hour journey
(see www.vietnam-railway.com for schedules and fares, and to buy tickets). The train
doesn’t stop in Hoi An, so a taxi is your best bet for the relatively short distance.",399,Vietnam,2025-12-22,World Travel Book
"# Vietnam

HOI AN: PEACEFULLY INTACT

“Hội An, in Vietnam’s central region, managed to mostly escape destruction during
the war, surviving much as it was before the dawn of the twentieth century.
Picturesque streets and ancient shop houses date back to when it was a shipping
and commercial capital for wealthy Chinese and Japanese traders. There is a
peacefulness here that is really specific to the central region. This is the real thing.
There is no ‘improvement district’ here, there is no effort; this is it, and that’s the
beauty of it.”
Tony’s favorite banh mi sandwich in all of Vietnam can be found at a place called
Bánh Mì Phuong. “In the heart of the old town, in the central market, a passerby
whispered to me that this banh mi was the best in town and I could well believe it.
Certain banh mi are very light; this one is loaded with everything. That’s a banh mi
deluxe. That’s the banh mi platter with everything in it. Liver pâté, cucumbers, this
kind of ham, fish paste, mayonnaise. The baguette alone is something of a miracle.
How do they stay so crunchy, crispy, and fresh on the outside? So airy, so perfect
on the inside?”

BÁNH MÌ PHUONG: 2b Phan Chu Trinh, Cam Chau, Hoi An, Quang Nam
560000, Tel +84 905743773, www.tiembanhmiphuong.blogspot.com (about 29,000
dong/US$1.25)

HUE: A CITY OF GHOSTS

In and around the city of Hue, you’ll find “vast palaces, pagodas, and tombs,”
arguably “the center for the intellectual, artistic, culinary, and religious life of the
country.
“Hue is located on the north and south banks of the Perfume River in central
Vietnam—mountains behind, sea ahead, an arrangement determined by criteria
both military and spiritual. For 143 years, Hue was the seat of power for the
Nguyen dynasty, which ruled the entire country until the late 1800s, when the
French started taking power and land under their control. The French allowed the
imperial throne to rule nominally until the end of World War II, in 1945.”
Students of the Vietnam War, or those old enough to have been around during or just
after it, may have heard the phrase “Tet Offensive,” a coordinated action that devastated
much of Hue. “Hue’s place in history changed forever during the Vietnam War. In
1968, Hue became the site of some of the most bitter fighting of the war. During
the Lunar New Year, the Tet holidays, when usually there was a cessation of",400,Vietnam,2025-12-22,World Travel Book
"# Vietnam

hostilities, over a hundred cities all over South Vietnam were attacked the North
Vietnamese and Viet Cong. Hue quickly fell.”

BUN BO HUE

In the center of Hue’s lively Dong Ba Market, you may find the soup of your dreams.
“In the hierarchy of delicious, slurpy stuff in a bowl, bún bò Hue is at the very top.
Here, Kim Chau creates an elaborate broth of mixed bones scented with
lemongrass, spice, and fermented shrimp paste. At the bottom, rice noodles,
garnished—nay, heaped—with tender slow-cooked beef shank, crabmeat
dumplings, pigs’ foot, and huy t—blood cake. Garnished with lime wedge, cilantro,
green onions, chili sauce, shredded banana blossoms, and mung bean sprouts, it’s a
wonder of flavor and texture. The greatest soup in the world. It’s just—I mean,
this is as sophisticated and complex a bowl of food as any French restaurant. It
really is just the top of the mountain.”

DONG BA MARKET: BÚN BÒ HUE KIM CHAU: 2 Tran Hung Dao, Phu Hoa,
Hue, Tel +84 234 3524663, www.chodongba.com.vn (50,000 dong/about US$2)

Hanoi

Tony’s 2016 visit to Hanoi, punctuated by a casual bun cha meal with then-president
Barack Obama, was the last in a series of rapturous Vietnam episodes, each a variation
on the theme of his deep, abiding love for the place.

ARRIVAL

Noi Ba International (HAN) is Hanoi’s airport, located about twenty-eight miles from
the city center. Terminal 2, built in 2014, serves international flights on airlines
including Cathay Pacific, Korean Air, ANA, Vietnam Airlines, Thai Airways, and Air
Asia.
There are taxis for hire outside the arrivals hall; settle on a fixed rate with your
driver before driving off. It should be about 420,000 dong/US$18, and though tips
aren’t expected, they are appreciated. To avoid a well-known scam in which the driver
takes you to a different hotel, insisting the one where you’ve booked has been closed or
moved, you may wish to arrange in advance for your hotel to send a cab.",401,Vietnam,2025-12-22,World Travel Book
"# Vietnam

METROPOLE MEMORIES

True to form, Tony’s preferred stay in Hanoi was the gloriously restored Sofitel
Legend Metropole Hanoi (originally, Hotel Metropole), in the city’s French Quarter,
across from the Hanoi Opera House. “It’s where writers, spies, and the infamous
have stayed for decades.” The vast, inviting swimming pool and access to the bomb
shelter, a relic of the United States’ war with Vietnam, were also points of intrigue.
Built by the French and opened in 1901, the hotel was, in the period following
independence from the French, called Thong Nhat, or Reunification Hotel. Charlie
Chaplin and Paulette Goddard honeymooned at the Metropole in 1936; Graham Greene
spent time there in 1951 while writing The Quiet American; and it was Jane Fonda’s
home base during her infamous 1972 visit to the city.

SOFITEL LEGEND METROPOLE HANOI: 15 Ngo Quyen Street, Hoan Kiem
District, Hanoi, Tel +84 24 38266919, www.sofitel-legend-metropole-hanoi.com
(rooms start at about 5.8 million dong/US$250 per night)

START WITH SNAILS

“Bún ốc: First meal in Hanoi, and it’s something they do here better than
anywhere else. A spicy, wonderful broth with tomatoes and herb and noodles and
fresh snails. Okay. I’m officially in Hanoi now. Mmm. Magic.” The broth gets a
meatiness from pork or chicken bones and piquancy from lemongrass; the noodles that
partially soak it up are rice vermicelli. In addition to the snails, the bowl is often
rounded out with fried tofu, shrimp, or fish cakes, and lime wedges and rau ram, the
minty, peppery herb also known as Vietnamese coriander, are served alongside.

“BÚN ỐC PHO CO: 36 Luong Ngoc Quyen, Hong Buom, Hoan Kiem District,
Hanoi, Tel +84 125 4733723 (35,000–45,000 dong/US$1.50–$2)

THANKS, OBAMA

Everyone, it seems, knows about pho, the beef noodle soup that’s often a gateway drug
for those yet to be initiated into the wonder of Vietnamese food. After Tony’s televised
sit-down with President Barack Obama in 2016, many more people became aware of
bun cha, a mixture of grilled pork belly and pork patties served with herbs, chilis, rice
vermicelli, and a spicy, sour, fishy, sweet broth for dipping.",402,Vietnam,2025-12-22,World Travel Book
"# Vietnam

During his first Hanoi visit, he observed a bit of organic marketing: “Deceptively simple. A makeshift hibachi right on the sidewalk. A dark, soot-crusted storefront open to the street. The bun cha master fans the coals red, to just the right temperature for grilling the outside of the pork without drying the inside. Fat drips from the marinated pork, sizzling into smoke, which penetrates the meat with its own flavor. With the aid of a trusty fan, the rest of the smoke is free advertising, luring passersby with its alluring scent. “There is no better place to entertain the leader of the free world, in my opinion, than one of these classic, funky, family-run noodle shops you find all over Hanoi. Dinner and a beer costs about six dollars. I’m guessing the president doesn’t get a lot of state dinners like this. And bun cha is about as typical and uniquely a Hanoi dish as there is.”

BUN CHA HUONG LIEN: 29 Le Van Huu, Pham Dinh Ho, Hoi Ba Trung, Hanoi, Tel +84 439 434106 (typical meal about 140,000 dong/US$6)

Saigon/Ho Chi Minh City

“From the very first minute that I came to this country, I knew my life had changed. My old life was suddenly never gonna be good enough. I needed a new one, where I could keep coming back here. The streets, the stop, start, stop of negotiating the never-ending traffic. The seemingly impenetrable patterns. The mental preparedness necessary for simply crossing the street. A sensory overload, a caffeine-like rush of heightened perception, one that always leads to good things. “When I came here first [in 2000], you could still see the Saigon of Graham Greene’s novel The Quiet American. It was still a city of bicycles, motorbikes, and cyclos. There was the smell of burning joss from the pagodas, charcoal from storefront eateries, diesel fuel, jasmine. Women in their graceful áo dàis and peaked hats would pedal past. And the landmarks, like the Majestic Hotel, the opera house, the Caravelle, from whose rooftop you could once watch the war.",403,Vietnam,2025-12-22,World Travel Book
"# Vietnam

“Today, what was once a dream of one day owning a Honda seems to have
come true for almost everybody. Bicycles have been replaced by scooters and
motorcycles. Traditional peaked hats, by helmets. The old is still here, but around
and in between the old French colonial architecture, everywhere there’s modern
construction. A building boom. The shock of the new.”

GETTING THERE

Tan Son Nhat International Airport  (SGN), the largest airport in the country, is
served by numerous major airlines, including Cathay Pacific, United, Emirates, Korean
Air, ANA, Singapore. and Air France, along with regional carriers.
You may arrange a prepaid taxi service from inside the airport, or join a taxi queue.
The cost of a one-way transfer from the airport, which is about four miles from the city
center, is 185,000–462,000 dong/US$8–$20. Tipping drivers is not expected but always
appreciated. There are also air-conditioned yellow shuttle buses that take passengers
from the airport to the city for 23,000–46,000 dong/US$1–$2; follow the signs in
English upon departing the terminal.

LIVING HISTORY AT THE CONTINENTAL

The Hotel Continental Saigon was Tony’s preferred home in the city. Finished in 1880
in the French colonial style, it was Vietnam’s first hotel, built for French colonists and
named after the Continental in Paris. Graham Greene was a longtime guest; the hotel is a
vital location in The Quiet American, and it was the home base of journalists,
contractors, and others during the war with the United States. The first-floor bar, open
to the street, was nicknamed “the Continental shelf” by wartime journalists in the 1970s;",404,Vietnam,2025-12-22,World Travel Book
"# Vietnam

the frangipane trees first planted in the courtyard over a century ago still remain within
its white walls. The victorious North Vietnamese government took ownership of the
hotel in 1975, and retains control   via Saigon Tourist, the state-owned tourism
enterprise. Today, though it lacks the touches of opulence found in other colonial relics,
the Continental is a cool, semiluxurious respite from Saigon’s bustle, noise, and heat.

HOTEL CONTINENTAL SAIGON: 132–134 Dong Khoi Street, District 1, Ho
Chi Ming City, Tel +84 2838 299 201, www.continentalsaigon.com (rooms start at
about 2 million dong/US$90 per night)

DRINKS AT THE REX

Once a garage and auto dealership for French colonial businessmen, the Rex was
converted into a hotel in the late 1950s, and was the site of daily military briefings,
cynically dubbed “the Five O’Clock Follies,” during the war with the United States.
Like the Continental, the Rex Hotel Saigon became property of the state after the fall of
the city. Tony loved its rooftop bar, from which one can observe street life below.
Having a drink or two there, he said, was “a must.”

REX HOTEL SAIGON: 141 Nguyen Hue, Ben Nghe, District 1, Ho Chi Minh
City, Tel +84 28 3829 2185, www.rexhotelsaigon.com (rooms start at about 3.5
million dong/US$150 per night)

LUNCH LADY

“Nguyen Thi Thanh is known as ‘the Lunch Lady.’ She’s something of a maverick,
because she does a different soup every day, which she makes from scratch, in a
sort of a cyclic menu throughout the week.”
One such offering is bún bò Hue: “Hue-style beef, and I think there’s pork blood
involved. Stock of pork bones, beef bones, then sliced beef, sliced pork, pork leg,
pig feet. Coagulated pig’s blood, onion, ginger, rice noodles. A host of special
spices, nasty bits, and jealously guarded trade secrets. The magic of a soup among
soups.” Expect to pay 46,000–69,000 dong/US$2–$3. And caveat emptor: if a server
brings spring rolls to your table and you eat them, they’ll be added to your tab,
unrequested.
Since her appearance on TV with Tony, Nguyen Thi Thanh has risen from a local
legend into a hot international commodity. Years after her initial brush with mass media,
she’s still feeding hordes of locals and visitors.",405,Vietnam,2025-12-22,World Travel Book
"# Vietnam

QUAN AN LUNCH LADY: Phuong Da Kao (just off Hoang Sa), District 1, Ho Chi Minh City (no phone, no website) (46,000–69,000 dong/US$2–$3)

BENH THANH MARKET

Ben Thanh Market is really two things: a daytime marketplace for textiles, shoes, souvenirs, electronics, home goods, produce, seafood, live birds, and prepared foods; and a night market, jammed with even more food and drink purveyors, a lively place to graze through some of the city’s best offerings. “The smell of a lot of live poultry and a lot of food cooking makes a rather heady mix.” There are many offerings to be sampled at Benh Thanh: “In every case, it’s spectacularly fresh, and smells good. Time and time again you’re struck by how proud each vendor is. They all want you to try their food.”

BENH THANH MARKET: Le Loi, Ben Thanh, District 1, Ho Chi Minh City, Tel +84 283829 9274, www.chobenthanh.org.vn (prices vary)",406,Vietnam,2025-12-22,World Travel Book
NO_CONTENT_HERE,407,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,408,General,2025-12-22,World Travel Book
# General,409,General,2025-12-22,World Travel Book
# General,410,General,2025-12-22,World Travel Book
"# Argentina

Appendix: Film References

BUENOS AIRES, ARGENTINA: Though set in Hong Kong, not Buenos Aires, Tony and the crew used Wong Kar-wai’s In the Mood for Love (2000), its evocation of longing and loneliness, intercut with fleeting moments of happiness, as inspiration for the Buenos Aires episode of Parts Unknown.

VIENNA, AUSTRIA: Tony makes direct reference to the anxiety-provoking Ferris wheel scene in The Third Man (1949), directed by Carol Reed, in the Vienna episode of No Reservations.

Over many years of making TV
BORNEO, CAMBODIA, VIETNAM:         , Tony and the crew
drew moody inspiration again and again from the classic Vietnam war film Apocalypse
Now (1979), directed by Francis Ford Coppola, which was based on Joseph Conrad’s
1902 novella Heart of Darkness, written about a Congo River journey and loosely
adapted by Coppola and John Milius.

QUEBEC, CANADA: Michael Steed, directing the Quebec episode of Parts Unknown
amid quiet expanses of northern snow and ice, found inspiration in Fargo (1996),
directed by Joel and Ethan Coen, and The Sweet Hereafter (1997), directed by Atom
Egoyan.

HONG KONG: Director Wong Kar-wai’s use of Hong Kong’s distinctive neon signage,
abundant escalators, dense vertical development, and the dramatic harbor, as seen in his
films Chungking Express (1994), Fallen Angels (1995), and In the Mood for Love
(2000), provided visual inspiration for episodes of No Reservations, The Layover, and
Parts Unknown made there.

HELSINKI, FINLAND: Night on Earth (1991), directed by Jim Jarmusch, and The Match
Factory Girl (1990), directed by Aki Kaurismäki, influenced the dark drollery of the
Finland episode of No Reservations.

MARSEILLE, FRANCE: Director Toby Oppenheimer looked to the lighter films of French
New Wave director Éric Rohmer, such as Le Genou de Claire (1970) and Pauline à la",411,Argentina,2025-12-22,World Travel Book
# General,412,General,2025-12-22,World Travel Book
# United States,413,United States,2025-12-22,World Travel Book
# General,414,General,2025-12-22,World Travel Book
"# Canada

sucre . . . Let the madness begin: . . . and maple bacon omelet.” From Parts Unknown, episode 104, “Québec”
Here: “Montreal is close . . . about twenty miles from the city center.” Here: “The
Montréal metro system . . . detail as well, okay? . . . I don’t really know . . . very
dangerous place.” Here: “A pub, a Canadian pub . . . served with boiled potatoes . . .
Montréal is a chef town . . . And it changes daily.” Here: “Smoked meat . . . knock you
on your ass . . . clean conscience now.” From The Layover season 1 episode 4
“Montreal.”
Here: All quotes from The Layover, season 1, episode 8, “Toronto.”
Here: All quotes from No Reservations, season 4, episode 3, “Vancouver.”

CHINA

Here: “China, but not China, a thing all its own. . . . no hope for you.” Here: “. . . the
front porch to mainland China and the rest of Asia . . . a major stopover, a frequent
layover.” Here: “The way they talk about their subway system around here . . . over
sixty destinations easily and comfortably.” Here: “I’m constantly asked . . . if you say
Hong Kong. Yeah, I like pork . . . is actually goose.” From The Layover, season 1,
episode 3, “Hong Kong.”
Here: “At first, Hong Kong is an utterly foreign world, a shock to the system. . . . It’s an
instinctive move.” Here: “It is awesomeness itself, . . . and busy for a reason. . . . Lau
Sum Kee is run by the third generation of a family who still prepare their wontons from
scratch . . . results in the perfect noodle.” From No Reservations, season 3, episode 13,
“Hong Kong.”
Here: “All of us . . . the baggage we carry.” Here:  “Years ago, when I first
watched . . . I would be denied. I was wrong.” Here: “The love of money and shiny
new things . . . fire up the wok. . . . hacked-up birds . . . make me strong.” Here: “Chef-
owner May Chow . . . all of it truly, stunningly delicious.” [May Chow] “How do I be
modern, . . . make it cool again.” From Parts Unknown, episode 1105, “Hong Kong.”
Here: “If you live in Manhattan, as I do . . . greediest, most bourgeois of capitalist
imperialists.” Here: “What is classic Shanghainese food? . . . It’s the best of both
worlds: great sauces, great ingredients. . . . Xiao long bao: literally, ‘small steaming
basket buns’ . . . These things alone are worth the trip.” Here: “Maybe the number one
thing . . . cumin ribs. It takes two cooks working at once . . . the flavor of the wok
itself.” From Parts Unknown, episode 401, “Shanghai.”
Here: “Shanghai: an exploding economic superpower . . . capital of the world. Here:
“How is it done?. . . . Dangerous, impossible, and unspeakably delicious.” From No
Reservations, season 3, episode 4, “Shanghai.”
Here: All quotes from Parts Unknown, episode 803, “Sichuan, China.”

CROATIA",415,Canada,2025-12-22,World Travel Book
# Cuba,416,Cuba,2025-12-22,World Travel Book
# General,417,General,2025-12-22,World Travel Book
# Japan,418,Japan,2025-12-22,World Travel Book
